                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                0.64172,                0.39284,                0.96538,                0.72445,                0.70991,                0.74288,                 0.5093,                 1.2027,                0.86545,                 1.4425,             0.00093471,             0.00093471,             0.00093471
                     97,                0.64447,                0.39162,                0.95855,                0.71562,                0.71253,                0.73805,                0.50461,                 1.2428,                0.87567,                 1.4682,             0.00092952,             0.00092952,             0.00092952
                     98,                0.64281,                0.38641,                0.95652,                0.68041,                0.73814,                0.74093,                0.50954,                 1.2154,                0.87099,                  1.452,             0.00092428,             0.00092428,             0.00092428
                     99,                0.65674,                 0.3951,                0.95942,                0.72972,                0.72353,                0.74729,                0.51198,                 1.2197,                0.85126,                 1.4554,             0.00091901,             0.00091901,             0.00091901
                    100,                0.63765,                0.38533,                0.95622,                0.70198,                0.73664,                 0.7503,                0.51689,                 1.2023,                0.83499,                  1.443,             0.00091371,             0.00091371,             0.00091371
                    101,                0.62226,                 0.3801,                0.94372,                 0.7202,                0.72828,                 0.7481,                0.51285,                 1.2148,                0.83977,                 1.4467,             0.00090837,             0.00090837,             0.00090837
                    102,                0.61438,                0.37212,                0.94397,                0.68094,                0.75145,                0.75068,                0.50918,                 1.2251,                0.85178,                 1.4566,               0.000903,               0.000903,               0.000903
                    103,                0.61971,                0.37917,                0.94732,                0.68098,                0.75163,                0.74743,                0.51296,                 1.2138,                0.83516,                 1.4544,              0.0008976,              0.0008976,              0.0008976
                    104,                0.61304,                0.37045,                0.94231,                0.69821,                0.75311,                0.75483,                0.52153,                 1.1893,                0.82655,                 1.4367,             0.00089216,             0.00089216,             0.00089216
                    105,                0.62027,                0.37179,                0.94959,                0.71863,                0.73901,                0.74784,                0.51099,                 1.2228,                0.85732,                  1.449,              0.0008867,              0.0008867,              0.0008867
                    106,                0.64439,                0.38391,                 0.9537,                0.67173,                0.75176,                0.74386,                0.50814,                 1.1916,                 0.8573,                 1.4402,              0.0008812,              0.0008812,              0.0008812
                    107,                0.63404,                0.37935,                0.94618,                0.69099,                 0.7347,                0.73703,                0.50402,                 1.2215,                0.84536,                 1.4569,             0.00087567,             0.00087567,             0.00087567
                    108,                0.61227,                0.36244,                   0.94,                0.67349,                0.73995,                0.73459,                0.50472,                 1.2061,                0.83876,                 1.4479,             0.00087011,             0.00087011,             0.00087011
                    109,                0.60266,                0.36532,                0.93407,                 0.7126,                0.71659,                0.73556,                0.50342,                 1.2117,                0.85011,                  1.454,             0.00086453,             0.00086453,             0.00086453
                    110,                0.59876,                0.35966,                0.93063,                0.66983,                0.76243,                0.74593,                0.51253,                 1.2106,                 0.8312,                 1.4557,             0.00085891,             0.00085891,             0.00085891
                    111,                0.59376,                0.35776,                0.93624,                0.70319,                0.72721,                0.74024,                0.50982,                 1.1929,                0.84065,                 1.4567,             0.00085327,             0.00085327,             0.00085327
                    112,                0.61016,                0.37234,                0.93442,                0.72391,                0.70897,                0.73402,                0.50252,                 1.2259,                 0.8606,                 1.4796,              0.0008476,              0.0008476,              0.0008476
                    113,                0.61155,                0.37155,                0.93726,                0.71827,                0.71163,                0.73861,                0.51041,                 1.1977,                0.85915,                 1.4629,             0.00084191,             0.00084191,             0.00084191
                    114,                0.59592,                0.36434,                0.93359,                0.71955,                0.73221,                0.74218,                0.51065,                 1.2116,                0.85979,                 1.4652,             0.00083618,             0.00083618,             0.00083618
                    115,                0.60089,                0.36071,                0.93452,                0.68073,                0.75844,                0.74962,                0.51593,                 1.2119,                 0.8551,                 1.4591,             0.00083044,             0.00083044,             0.00083044
                    116,                 0.5922,                0.36165,                0.92567,                0.68529,                0.75547,                0.74783,                0.51438,                 1.2105,                0.85033,                 1.4523,             0.00082467,             0.00082467,             0.00082467
                    117,                0.57942,                0.34989,                0.92227,                0.67141,                0.74833,                0.74361,                0.51483,                 1.1928,                0.85173,                 1.4533,             0.00081887,             0.00081887,             0.00081887
                    118,                0.58823,                0.34742,                0.92714,                0.70268,                0.73306,                0.74072,                0.50684,                 1.2285,                0.85526,                 1.4818,             0.00081305,             0.00081305,             0.00081305
                    119,                0.59967,                0.36537,                0.93129,                0.70751,                0.72306,                0.74294,                0.51099,                 1.2112,                0.84549,                 1.4769,             0.00080721,             0.00080721,             0.00080721
                    120,                0.59367,                0.35256,                0.93371,                0.70737,                0.73038,                0.74652,                0.51552,                 1.1854,                0.83573,                 1.4617,             0.00080135,             0.00080135,             0.00080135
                    121,                0.58839,                 0.3527,                0.92828,                0.67898,                0.74173,                0.74527,                0.51243,                 1.2012,                0.86065,                 1.4597,             0.00079546,             0.00079546,             0.00079546
                    122,                0.59053,                0.34782,                0.92671,                0.69634,                0.74259,                0.74607,                0.51145,                 1.2145,                0.85289,                 1.4633,             0.00078956,             0.00078956,             0.00078956
                    123,                0.59758,                0.36319,                0.93217,                0.69653,                0.74737,                 0.7445,                0.50851,                 1.2138,                 0.8514,                 1.4613,             0.00078363,             0.00078363,             0.00078363
                    124,                0.56802,                0.33937,                0.91955,                0.68768,                0.75797,                0.75351,                0.51886,                 1.1989,                0.82088,                 1.4641,             0.00077768,             0.00077768,             0.00077768
                    125,                0.56454,                0.34139,                0.92174,                0.70646,                0.74034,                0.75129,                0.51536,                 1.2069,                0.82296,                 1.4745,             0.00077172,             0.00077172,             0.00077172
                    126,                0.57313,                0.34106,                0.91384,                0.71114,                0.73611,                0.75045,                0.51626,                 1.2071,                0.83469,                 1.4771,             0.00076574,             0.00076574,             0.00076574
                    127,                0.56534,                0.33883,                0.91462,                0.68719,                0.75141,                0.75373,                 0.5144,                 1.2163,                0.83009,                 1.4906,             0.00075974,             0.00075974,             0.00075974
                    128,                 0.5581,                0.33354,                0.91767,                0.68675,                0.74607,                0.74651,                0.50742,                 1.2171,                0.83037,                 1.4822,             0.00075372,             0.00075372,             0.00075372
                    129,                 0.5559,                0.33448,                0.91499,                0.71653,                0.72623,                0.73977,                0.50773,                  1.207,                0.83308,                 1.4731,             0.00074769,             0.00074769,             0.00074769
                    130,                0.55534,                0.33104,                0.91227,                  0.718,                0.72039,                0.74534,                0.51176,                 1.2082,                0.83768,                 1.4826,             0.00074164,             0.00074164,             0.00074164
                    131,                0.55083,                0.32827,                0.90799,                0.67863,                0.75371,                0.75249,                0.51802,                 1.2035,                0.82545,                 1.4786,             0.00073558,             0.00073558,             0.00073558
                    132,                0.55294,                0.33079,                0.90801,                0.68018,                0.75349,                0.74941,                0.51632,                 1.1941,                0.81812,                 1.4747,              0.0007295,              0.0007295,              0.0007295
                    133,                0.54928,                0.32419,                0.90742,                 0.6861,                0.76234,                 0.7564,                 0.5238,                 1.2074,                0.82202,                 1.4896,             0.00072341,             0.00072341,             0.00072341
                    134,                0.54642,                0.32931,                0.90645,                0.68786,                0.75763,                0.75524,                0.52166,                 1.2019,                0.81886,                 1.4827,              0.0007173,              0.0007173,              0.0007173
                    135,                0.55234,                0.33509,                0.91104,                0.67551,                0.75361,                0.75391,                0.52092,                 1.1957,                0.82904,                  1.476,             0.00071119,             0.00071119,             0.00071119
                    136,                0.55661,                0.33422,                0.91162,                0.67608,                0.74566,                0.75009,                 0.5198,                 1.2043,                0.82519,                 1.4853,             0.00070506,             0.00070506,             0.00070506
                    137,                 0.5453,                0.32458,                0.90731,                0.73116,                0.73797,                0.75603,                0.52258,                 1.1936,                0.82486,                 1.4748,             0.00069892,             0.00069892,             0.00069892
                    138,                0.54967,                0.32575,                0.90713,                0.68178,                0.75251,                0.75015,                0.52164,                 1.1943,                0.83375,                  1.465,             0.00069277,             0.00069277,             0.00069277
                    139,                 0.5383,                0.32284,                0.90344,                0.69404,                0.74249,                0.74958,                0.51929,                 1.2043,                0.82457,                  1.477,             0.00068662,             0.00068662,             0.00068662
                    140,                0.53757,                0.31551,                0.90293,                0.71169,                0.73006,                0.74636,                0.51232,                 1.2226,                0.83283,                 1.4949,             0.00068045,             0.00068045,             0.00068045
                    141,                0.54299,                0.32365,                0.90326,                 0.7155,                0.73901,                0.74995,                0.52018,                 1.2002,                0.82581,                  1.485,             0.00067427,             0.00067427,             0.00067427
                    142,                0.55644,                0.32655,                0.90599,                0.72424,                0.74873,                 0.7566,                0.52355,                 1.2087,                0.82255,                 1.4885,             0.00066809,             0.00066809,             0.00066809
                    143,                0.53293,                0.31964,                0.89845,                0.68742,                0.76035,                0.75518,                0.52612,                 1.1891,                 0.8185,                 1.4737,              0.0006619,              0.0006619,              0.0006619
                    144,                0.53752,                0.32357,                0.90034,                0.69133,                0.75381,                 0.7527,                0.52306,                 1.1929,                0.83132,                 1.4785,              0.0006557,              0.0006557,              0.0006557
                    145,                0.52438,                0.31376,                0.89304,                0.68555,                0.76049,                0.75261,                0.51789,                 1.2015,                 0.8071,                 1.4831,              0.0006495,              0.0006495,              0.0006495
                    146,                0.53599,                0.31919,                0.89769,                 0.6906,                0.76335,                 0.7571,                0.52365,                 1.1961,                0.81707,                 1.4917,              0.0006433,              0.0006433,              0.0006433
                    147,                0.53154,                0.31563,                0.89492,                0.71146,                0.73219,                0.74048,                0.51017,                 1.1968,                 0.8155,                  1.485,             0.00063709,             0.00063709,             0.00063709
                    148,                0.52939,                0.31212,                 0.8908,                0.72653,                0.73644,                0.74324,                0.51323,                 1.1972,                0.82055,                 1.4741,             0.00063087,             0.00063087,             0.00063087
                    149,                0.52611,                0.31277,                0.89491,                0.71427,                 0.7364,                0.74187,                0.51665,                 1.1803,                  0.812,                 1.4717,             0.00062466,             0.00062466,             0.00062466
                    150,                0.51172,                0.30035,                0.88734,                0.68352,                0.75726,                0.75028,                0.52095,                  1.195,                0.80296,                 1.4884,             0.00061844,             0.00061844,             0.00061844
                    151,                 0.5368,                0.31444,                0.89681,                0.70267,                0.75799,                 0.7514,                0.51932,                 1.1961,                 0.8154,                 1.4899,             0.00061222,             0.00061222,             0.00061222
                    152,                0.52728,                0.30802,                0.89608,                0.72189,                0.73781,                0.75146,                0.52182,                 1.1825,                0.80962,                 1.4781,               0.000606,               0.000606,               0.000606
