                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                0.93052,                0.43519,                 1.1482,                 0.9201,                0.92153,                0.95137,                0.63954,                 1.2134,                0.55431,                 1.3821,               0.001156,               0.001156,               0.001156
                     40,                0.91486,                0.42272,                 1.1359,                0.92359,                0.92391,                 0.9532,                0.63682,                 1.2489,                0.54421,                 1.3772,              0.0011536,              0.0011536,              0.0011536
                     41,                0.91445,                0.41674,                 1.1404,                0.92442,                0.91668,                0.95188,                0.65597,                 1.1847,                0.52214,                 1.3623,              0.0011511,              0.0011511,              0.0011511
                     42,                0.89706,                0.42217,                 1.1363,                0.92209,                0.91882,                0.95111,                0.64783,                 1.2235,                0.53192,                 1.3778,              0.0011486,              0.0011486,              0.0011486
                     43,                0.85737,                0.40004,                 1.1111,                0.92293,                0.92416,                0.94813,                0.65476,                 1.2065,                0.52981,                 1.3646,              0.0011461,              0.0011461,              0.0011461
                     44,                0.88307,                0.41255,                 1.1256,                0.92104,                0.91947,                0.94999,                0.64595,                 1.2237,                0.54465,                 1.3955,              0.0011435,              0.0011435,              0.0011435
                     45,                0.91176,                0.41918,                 1.1485,                0.90295,                0.92229,                0.94097,                0.63624,                 1.2416,                0.55019,                 1.3875,              0.0011408,              0.0011408,              0.0011408
                     46,                0.89223,                0.41951,                 1.1175,                0.90211,                 0.9246,                 0.9475,                0.62792,                 1.3031,                0.56198,                 1.4103,              0.0011381,              0.0011381,              0.0011381
                     47,                0.88153,                0.40604,                 1.1052,                0.91835,                0.93028,                0.95334,                0.64931,                 1.2059,                0.52439,                 1.3775,              0.0011353,              0.0011353,              0.0011353
                     48,                0.88641,                 0.4044,                 1.1092,                0.92791,                 0.9148,                0.94874,                0.65535,                 1.2035,                0.53761,                 1.4034,              0.0011324,              0.0011324,              0.0011324
                     49,                0.85992,                0.39733,                 1.1015,                0.93212,                0.91341,                0.94897,                0.65389,                 1.2088,                0.54035,                 1.3677,              0.0011295,              0.0011295,              0.0011295
                     50,                0.85451,                0.39383,                 1.0936,                0.91734,                0.91162,                0.94576,                0.64813,                 1.2272,                0.53654,                 1.3671,              0.0011265,              0.0011265,              0.0011265
                     51,                0.83563,                0.38285,                 1.0833,                0.91452,                0.92644,                0.95174,                0.64551,                 1.2413,                0.53843,                 1.3949,              0.0011235,              0.0011235,              0.0011235
                     52,                0.83934,                0.38877,                 1.0907,                0.92735,                0.91789,                0.95172,                 0.6473,                 1.2028,                 0.5267,                 1.3988,              0.0011204,              0.0011204,              0.0011204
                     53,                0.81742,                0.37478,                 1.0796,                0.92565,                 0.9158,                0.94844,                0.64703,                 1.2346,                0.54361,                 1.4047,              0.0011173,              0.0011173,              0.0011173
                     54,                0.82249,                0.37144,                 1.0825,                0.92021,                0.90654,                0.94466,                  0.648,                 1.2184,                0.53545,                  1.387,              0.0011141,              0.0011141,              0.0011141
                     55,                0.82594,                0.38161,                 1.0733,                0.92401,                 0.9155,                0.94953,                0.64323,                  1.233,                0.53016,                 1.4019,              0.0011108,              0.0011108,              0.0011108
                     56,                0.82529,                0.37625,                 1.0807,                0.91603,                0.92565,                0.95025,                0.65004,                 1.1966,                0.52322,                 1.3979,              0.0011075,              0.0011075,              0.0011075
                     57,                0.80885,                0.37112,                 1.0684,                 0.9284,                0.91763,                0.95051,                0.65226,                 1.1946,                0.52008,                 1.3856,              0.0011042,              0.0011042,              0.0011042
                     58,                0.81153,                0.37313,                 1.0615,                0.93005,                0.92177,                0.95083,                0.64566,                 1.2291,                0.52937,                 1.3861,              0.0011008,              0.0011008,              0.0011008
                     59,                0.80275,                0.37662,                 1.0617,                0.91883,                0.92281,                0.95165,                0.65171,                 1.2182,                0.52183,                 1.3904,              0.0010973,              0.0010973,              0.0010973
                     60,                0.79304,                0.37126,                 1.0577,                0.92004,                0.91734,                0.94487,                0.64004,                 1.2177,                0.52941,                 1.3885,              0.0010938,              0.0010938,              0.0010938
                     61,                0.79587,                0.36649,                 1.0521,                0.91957,                0.91818,                0.94799,                0.64556,                 1.2334,                0.52273,                 1.3871,              0.0010902,              0.0010902,              0.0010902
                     62,                0.79269,                0.36719,                 1.0536,                0.92197,                0.91732,                0.95107,                0.64996,                 1.2286,                0.53777,                 1.3917,              0.0010866,              0.0010866,              0.0010866
                     63,                0.78368,                0.35697,                 1.0514,                0.92391,                0.91727,                0.94607,                0.64724,                 1.2094,                 0.5307,                 1.4039,              0.0010829,              0.0010829,              0.0010829
                     64,                0.77745,                0.35818,                  1.051,                0.91452,                0.92322,                0.94401,                0.64906,                 1.2234,                0.53067,                 1.3987,              0.0010791,              0.0010791,              0.0010791
                     65,                0.77716,                0.35514,                  1.038,                0.92628,                0.91878,                 0.9479,                0.64787,                 1.2276,                0.52565,                 1.3729,              0.0010754,              0.0010754,              0.0010754
                     66,                0.77295,                0.35371,                 1.0324,                0.92982,                0.91818,                0.94874,                0.64373,                 1.2394,                0.52903,                 1.3881,              0.0010715,              0.0010715,              0.0010715
                     67,                0.76037,                0.35026,                 1.0293,                0.92506,                0.92142,                 0.9522,                0.64018,                 1.2657,                0.52565,                 1.4216,              0.0010676,              0.0010676,              0.0010676
                     68,                0.75932,                0.34894,                  1.026,                0.92177,                0.92027,                0.94886,                0.65405,                 1.1921,                0.51911,                 1.3831,              0.0010637,              0.0010637,              0.0010637
                     69,                0.75614,                0.34628,                  1.029,                 0.9312,                0.91072,                0.94933,                0.65362,                 1.2007,                0.52389,                 1.3988,              0.0010597,              0.0010597,              0.0010597
                     70,                 0.7623,                0.35048,                 1.0337,                0.92553,                0.91371,                0.94613,                0.64602,                 1.2443,                0.53543,                 1.4189,              0.0010557,              0.0010557,              0.0010557
                     71,                0.74953,                0.35188,                 1.0265,                0.93148,                0.91251,                0.94812,                 0.6502,                 1.2154,                0.52652,                 1.3988,              0.0010516,              0.0010516,              0.0010516
                     72,                0.73429,                0.33732,                 1.0152,                0.92254,                0.91908,                0.94731,                0.64784,                 1.2141,                0.52692,                 1.4081,              0.0010474,              0.0010474,              0.0010474
                     73,                0.73527,                0.33718,                 1.0156,                0.92987,                 0.9143,                0.94776,                 0.6524,                 1.2174,                 0.5278,                 1.4168,              0.0010432,              0.0010432,              0.0010432
                     74,                0.73927,                0.34091,                  1.023,                0.92726,                0.91609,                 0.9478,                 0.6468,                 1.2205,                0.51938,                 1.4192,               0.001039,               0.001039,               0.001039
                     75,                0.74227,                0.34693,                 1.0242,                0.92452,                0.92162,                0.95165,                0.64774,                 1.2292,                0.53225,                 1.4062,              0.0010347,              0.0010347,              0.0010347
                     76,                 0.7329,                0.34209,                 1.0124,                0.92441,                0.92207,                0.95323,                0.65057,                 1.2209,                0.52641,                 1.3974,              0.0010304,              0.0010304,              0.0010304
                     77,                0.75591,                0.35285,                  1.022,                0.92385,                0.92416,                0.95209,                0.65372,                 1.2146,                0.52046,                 1.4199,               0.001026,               0.001026,               0.001026
                     78,                0.72858,                0.33883,                 1.0104,                0.91642,                0.92983,                0.95204,                0.65779,                 1.2075,                0.51742,                 1.4063,              0.0010216,              0.0010216,              0.0010216
                     79,                0.72423,                0.33632,                 1.0096,                0.92531,                0.91221,                 0.9457,                0.65107,                 1.2207,                0.53176,                 1.4018,              0.0010171,              0.0010171,              0.0010171
                     80,                0.72648,                 0.3354,                 1.0097,                0.92757,                0.91789,                0.95077,                0.64213,                 1.2658,                0.53232,                 1.4447,              0.0010126,              0.0010126,              0.0010126
                     81,                0.72087,                0.33581,                 1.0065,                0.93433,                 0.9155,                0.95189,                0.65213,                 1.2103,                0.52281,                  1.423,              0.0010081,              0.0010081,              0.0010081
                     82,                0.71526,                0.32971,                 1.0038,                0.93273,                0.90803,                0.94701,                0.65567,                 1.2145,                0.53625,                 1.4122,              0.0010035,              0.0010035,              0.0010035
                     83,                0.70183,                0.32698,                0.99987,                0.93001,                0.92177,                0.94738,                0.65576,                 1.2112,                0.53306,                  1.422,             0.00099882,             0.00099882,             0.00099882
                     84,                0.69651,                0.32467,                0.99692,                0.92516,                0.91914,                0.94594,                 0.6522,                  1.231,                0.53379,                 1.4263,             0.00099413,             0.00099413,             0.00099413
                     85,                0.69682,                0.32213,                0.98794,                0.92016,                0.92834,                0.94971,                 0.6471,                  1.242,                0.52425,                  1.426,              0.0009894,              0.0009894,              0.0009894
                     86,                0.69881,                0.32305,                0.99033,                0.93663,                0.91281,                0.95191,                0.65282,                 1.2108,                0.51727,                  1.421,             0.00098463,             0.00098463,             0.00098463
