                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.2673,                0.77774,                 1.3616,                0.89971,                0.90007,                0.94212,                0.61376,                 1.2558,                0.75228,                 1.3479,              0.0011967,              0.0011967,              0.0011967
                     13,                 1.2543,                0.74075,                  1.359,                0.89695,                0.89639,                0.93395,                 0.6244,                  1.211,                0.73949,                 1.3254,              0.0011961,              0.0011961,              0.0011961
                     14,                 1.2123,                0.74261,                 1.3308,                0.88968,                0.89094,                 0.9312,                0.61509,                 1.1955,                0.73584,                  1.329,              0.0011953,              0.0011953,              0.0011953
                     15,                 1.2036,                0.74465,                 1.3208,                0.89199,                0.91484,                0.94247,                0.62142,                 1.2416,                0.70057,                 1.3344,              0.0011945,              0.0011945,              0.0011945
                     16,                 1.2119,                 0.7186,                 1.3231,                0.91187,                0.90521,                0.94565,                0.62773,                 1.2359,                0.67425,                 1.3577,              0.0011936,              0.0011936,              0.0011936
                     17,                 1.1595,                0.65982,                 1.2995,                0.91281,                0.89489,                0.94751,                0.62074,                 1.2311,                0.68413,                  1.348,              0.0011927,              0.0011927,              0.0011927
                     18,                 1.1661,                0.67274,                 1.2912,                0.90745,                0.91053,                0.95067,                0.63774,                 1.1933,                0.67486,                 1.3033,              0.0011917,              0.0011917,              0.0011917
                     19,                 1.1357,                0.64349,                 1.2829,                0.89552,                0.88982,                0.93038,                0.62568,                 1.2288,                0.68627,                  1.364,              0.0011906,              0.0011906,              0.0011906
                     20,                 1.1224,                0.63634,                 1.2722,                0.90235,                0.89954,                0.94344,                0.63061,                 1.1984,                0.66444,                 1.3298,              0.0011895,              0.0011895,              0.0011895
                     21,                  1.149,                0.63475,                 1.2719,                0.89683,                0.89937,                0.93679,                0.62803,                 1.2082,                0.69932,                 1.3552,              0.0011883,              0.0011883,              0.0011883
                     22,                 1.1292,                0.59733,                 1.2775,                 0.9125,                0.90684,                0.94278,                0.62799,                 1.2572,                0.64193,                 1.3511,               0.001187,               0.001187,               0.001187
                     23,                  1.104,                0.59036,                 1.2713,                0.90162,                0.90305,                0.93368,                0.62078,                 1.2672,                0.65109,                 1.3926,              0.0011857,              0.0011857,              0.0011857
                     24,                 1.1079,                0.59878,                 1.2515,                0.89385,                0.90863,                0.93875,                0.61257,                 1.2489,                0.65092,                 1.3489,              0.0011843,              0.0011843,              0.0011843
                     25,                 1.0893,                0.58173,                 1.2548,                0.90716,                0.90445,                0.94448,                0.62381,                  1.235,                0.64102,                 1.3629,              0.0011829,              0.0011829,              0.0011829
                     26,                 1.0574,                0.55485,                 1.2328,                0.90424,                0.91073,                0.94721,                0.64289,                 1.2192,                0.61514,                 1.3597,              0.0011813,              0.0011813,              0.0011813
                     27,                  1.067,                 0.5404,                 1.2412,                0.90689,                0.90154,                0.94254,                0.63867,                 1.2026,                0.62922,                 1.3541,              0.0011798,              0.0011798,              0.0011798
                     28,                 1.0151,                0.53092,                 1.2212,                0.91088,                0.89191,                 0.9415,                0.63952,                    1.2,                0.61787,                 1.3564,              0.0011781,              0.0011781,              0.0011781
                     29,                 1.0299,                0.52178,                 1.2144,                0.90428,                0.89967,                0.93977,                0.62602,                 1.2355,                0.62383,                 1.3715,              0.0011764,              0.0011764,              0.0011764
                     30,                 1.0419,                0.53432,                 1.2216,                 0.8999,                0.89967,                 0.9355,                0.61968,                 1.2482,                0.64558,                 1.3871,              0.0011746,              0.0011746,              0.0011746
                     31,                 1.0101,                0.51272,                 1.1928,                0.90249,                0.90646,                0.94097,                0.63361,                 1.2435,                0.61309,                 1.3608,              0.0011728,              0.0011728,              0.0011728
                     32,                0.97581,                0.49775,                 1.1852,                0.90638,                0.90236,                0.93768,                0.62997,                 1.2206,                0.60681,                 1.3638,              0.0011709,              0.0011709,              0.0011709
                     33,                0.95893,                0.48909,                 1.1775,                0.90579,                0.89579,                0.93883,                0.63184,                  1.249,                0.61273,                 1.3978,               0.001169,               0.001169,               0.001169
                     34,                0.94946,                0.48183,                 1.1664,                 0.8977,                0.90926,                0.93879,                0.62989,                 1.2028,                0.60843,                 1.3691,               0.001167,               0.001167,               0.001167
                     35,                0.95274,                0.47736,                 1.1608,                0.91294,                0.89937,                0.94217,                0.63486,                  1.176,                0.59303,                 1.3647,              0.0011649,              0.0011649,              0.0011649
                     36,                0.95296,                0.46647,                 1.1658,                0.91535,                0.90116,                 0.9435,                0.63873,                 1.2202,                0.58521,                 1.3775,              0.0011627,              0.0011627,              0.0011627
                     37,                 0.9527,                0.47086,                 1.1665,                0.90644,                0.90836,                0.94292,                0.62963,                 1.2737,                0.61711,                 1.4061,              0.0011605,              0.0011605,              0.0011605
                     38,                0.94985,                0.46462,                 1.1571,                0.91136,                0.89878,                0.93692,                0.63251,                 1.2009,                0.59396,                 1.3711,              0.0011583,              0.0011583,              0.0011583
                     39,                 0.9084,                0.44935,                  1.133,                0.89676,                 0.9155,                0.94477,                 0.6381,                 1.2258,                0.58264,                 1.3818,               0.001156,               0.001156,               0.001156
                     40,                0.92802,                0.44682,                 1.1521,                0.90542,                0.90045,                0.94313,                0.61829,                 1.2864,                0.60439,                 1.4277,              0.0011536,              0.0011536,              0.0011536
                     41,                0.91674,                 0.4417,                 1.1439,                0.89103,                0.91818,                0.93884,                0.62793,                 1.2422,                0.59887,                  1.421,              0.0011511,              0.0011511,              0.0011511
                     42,                0.90227,                0.44393,                 1.1263,                 0.8997,                 0.9026,                0.93545,                0.62342,                 1.2324,                0.59787,                 1.3959,              0.0011486,              0.0011486,              0.0011486
                     43,                 0.8829,                0.43204,                 1.1228,                0.90359,                0.90087,                0.93682,                0.63052,                 1.2261,                0.60222,                 1.4276,              0.0011461,              0.0011461,              0.0011461
                     44,                0.89816,                0.43092,                 1.1304,                0.90511,                0.89579,                0.93905,                0.62164,                 1.3016,                0.61766,                 1.4338,              0.0011435,              0.0011435,              0.0011435
