                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.95914,                0.46803,                 1.1687,                0.90741,                0.91191,                 0.9426,                0.62951,                 1.2231,                0.59556,                 1.3721,              0.0011649,              0.0011649,              0.0011649
                     36,                0.94489,                0.45766,                 1.1535,                0.91217,                0.90564,                0.94483,                0.63038,                 1.2461,                0.59182,                 1.3708,              0.0011627,              0.0011627,              0.0011627
                     37,                 0.9417,                0.46297,                 1.1494,                0.90379,                0.90505,                0.93907,                0.63275,                 1.2247,                0.59781,                 1.3803,              0.0011605,              0.0011605,              0.0011605
                     38,                0.93042,                0.45495,                 1.1449,                0.89831,                0.90266,                0.93687,                0.62139,                 1.2577,                0.60808,                 1.3879,              0.0011583,              0.0011583,              0.0011583
                     39,                0.92249,                0.45191,                 1.1441,                0.90065,                0.92035,                0.94467,                0.63096,                 1.2375,                0.58734,                 1.3863,               0.001156,               0.001156,               0.001156
                     40,                0.91886,                0.45556,                 1.1393,                0.90352,                0.90323,                0.93863,                0.62442,                 1.2548,                0.61278,                  1.403,              0.0011536,              0.0011536,              0.0011536
                     41,                0.91135,                0.43524,                  1.126,                0.90627,                 0.9143,                0.93942,                0.63349,                 1.2367,                0.59355,                 1.3706,              0.0011511,              0.0011511,              0.0011511
                     42,                 0.8975,                0.43486,                 1.1193,                0.90966,                0.89898,                 0.9388,                0.62347,                 1.2478,                0.59671,                 1.3963,              0.0011486,              0.0011486,              0.0011486
                     43,                0.90243,                 0.4342,                 1.1275,                0.91526,                0.90564,                0.94508,                0.62695,                 1.2678,                0.59887,                 1.4136,              0.0011461,              0.0011461,              0.0011461
                     44,                0.89303,                0.42895,                 1.1197,                0.90991,                0.91678,                 0.9449,                0.62352,                 1.2468,                0.57245,                 1.4006,              0.0011435,              0.0011435,              0.0011435
                     45,                0.89359,                0.42315,                 1.1193,                0.90811,                0.91221,                0.94327,                0.62322,                  1.267,                0.58438,                    1.4,              0.0011408,              0.0011408,              0.0011408
                     46,                0.88387,                0.41474,                 1.1082,                  0.927,                0.89997,                0.94331,                0.63354,                 1.2394,                0.58325,                 1.3947,              0.0011381,              0.0011381,              0.0011381
                     47,                0.88784,                0.41379,                 1.1138,                0.91041,                0.91639,                0.94359,                0.62381,                 1.2856,                0.58688,                 1.3933,              0.0011353,              0.0011353,              0.0011353
                     48,                 0.8752,                0.40909,                 1.1073,                0.91153,                 0.9107,                0.94584,                0.63349,                 1.2639,                 0.5779,                 1.4186,              0.0011324,              0.0011324,              0.0011324
                     49,                  0.869,                0.40341,                 1.1029,                0.91708,                0.90819,                 0.9425,                0.63261,                 1.2648,                0.57955,                  1.415,              0.0011295,              0.0011295,              0.0011295
                     50,                0.84518,                0.39859,                 1.0912,                0.92175,                0.90206,                0.93844,                0.62661,                 1.2729,                0.57594,                 1.4197,              0.0011265,              0.0011265,              0.0011265
                     51,                0.82483,                0.39659,                 1.0834,                0.91114,                0.90325,                0.93578,                0.62762,                 1.2552,                0.58562,                 1.4197,              0.0011235,              0.0011235,              0.0011235
                     52,                0.83066,                0.39817,                 1.0787,                0.91034,                0.90624,                0.94239,                0.62525,                 1.2481,                 0.5839,                 1.4194,              0.0011204,              0.0011204,              0.0011204
                     53,                 0.8172,                 0.3929,                 1.0779,                0.91258,                0.90077,                0.93422,                0.61907,                 1.2871,                0.61031,                 1.4449,              0.0011173,              0.0011173,              0.0011173
                     54,                0.83648,                0.39334,                 1.0918,                0.91507,                0.89669,                0.93383,                0.61491,                  1.287,                0.59339,                  1.448,              0.0011141,              0.0011141,              0.0011141
                     55,                0.81625,                  0.399,                 1.0727,                0.92229,                0.90012,                 0.9444,                0.63518,                  1.259,                0.56569,                 1.4272,              0.0011108,              0.0011108,              0.0011108
                     56,                0.81402,                0.38957,                  1.079,                0.89753,                0.92057,                0.93985,                0.62581,                 1.2669,                0.60568,                 1.4357,              0.0011075,              0.0011075,              0.0011075
                     57,                0.80802,                0.38401,                 1.0665,                0.91135,                0.90861,                0.93928,                 0.6297,                 1.2358,                0.57372,                 1.4208,              0.0011042,              0.0011042,              0.0011042
                     58,                0.80361,                0.38151,                 1.0631,                0.90629,                0.90893,                0.93542,                0.62047,                 1.2557,                0.58898,                 1.4339,              0.0011008,              0.0011008,              0.0011008
                     59,                0.79955,                0.38026,                 1.0557,                0.91522,                 0.9025,                0.94009,                0.62955,                 1.2612,                0.57565,                 1.4283,              0.0010973,              0.0010973,              0.0010973
                     60,                0.78485,                0.37363,                 1.0539,                0.90777,                0.91699,                0.93817,                0.62227,                 1.2642,                   0.58,                 1.4348,              0.0010938,              0.0010938,              0.0010938
                     61,                0.78339,                0.36739,                  1.051,                0.91513,                0.90355,                0.94197,                0.63154,                 1.2499,                0.56926,                 1.4252,              0.0010902,              0.0010902,              0.0010902
                     62,                 0.7912,                0.36663,                 1.0534,                0.90679,                 0.9034,                0.93491,                0.61851,                 1.2774,                0.60114,                 1.4548,              0.0010866,              0.0010866,              0.0010866
                     63,                0.77396,                0.35886,                  1.047,                   0.91,                0.90873,                0.94161,                0.63008,                 1.2623,                0.58017,                 1.4549,              0.0010829,              0.0010829,              0.0010829
                     64,                0.78271,                0.36197,                 1.0576,                0.89571,                0.91552,                0.93539,                0.61687,                 1.3004,                0.59371,                 1.4526,              0.0010791,              0.0010791,              0.0010791
                     65,                0.77927,                0.35843,                 1.0439,                0.89947,                0.90923,                0.93356,                0.61811,                 1.2895,                0.58734,                 1.4523,              0.0010754,              0.0010754,              0.0010754
                     66,                0.78588,                0.35775,                 1.0466,                0.91101,                0.89967,                0.93999,                  0.622,                 1.3048,                0.58734,                 1.4745,              0.0010715,              0.0010715,              0.0010715
                     67,                0.77488,                0.35334,                 1.0472,                0.91153,                0.90803,                0.93913,                0.62741,                 1.2551,                0.57163,                 1.4499,              0.0010676,              0.0010676,              0.0010676
                     68,                0.76375,                0.35021,                 1.0345,                0.90977,                0.90236,                0.93623,                0.62419,                 1.2684,                0.59197,                 1.4675,              0.0010637,              0.0010637,              0.0010637
                     69,                0.76012,                0.34915,                 1.0328,                0.91526,                0.89982,                0.93488,                0.62198,                 1.2722,                0.59117,                 1.4345,              0.0010597,              0.0010597,              0.0010597
                     70,                 0.7385,                0.34179,                 1.0231,                0.91807,                0.90415,                0.93861,                0.61938,                 1.2778,                0.58034,                 1.4534,              0.0010557,              0.0010557,              0.0010557
                     71,                0.72598,                0.33888,                 1.0192,                0.90155,                0.91601,                0.93903,                0.62804,                  1.259,                0.57442,                 1.4636,              0.0010516,              0.0010516,              0.0010516
                     72,                0.72706,                0.33947,                 1.0154,                0.90635,                0.91341,                0.93854,                0.62138,                 1.2697,                0.58884,                 1.4536,              0.0010474,              0.0010474,              0.0010474
                     73,                0.72329,                0.33765,                 1.0187,                0.92221,                0.89848,                0.93749,                0.62711,                 1.2721,                0.58176,                 1.4679,              0.0010432,              0.0010432,              0.0010432
                     74,                0.71006,                0.33613,                 1.0073,                0.91983,                0.90594,                0.93803,                0.62129,                 1.2567,                0.57999,                 1.4551,               0.001039,               0.001039,               0.001039
                     75,                0.71314,                0.33686,                 1.0103,                 0.9071,                0.90967,                0.94063,                0.63243,                 1.2505,                 0.5671,                 1.4684,              0.0010347,              0.0010347,              0.0010347
                     76,                0.72666,                  0.336,                 1.0139,                0.90766,                0.90982,                0.93951,                0.62216,                  1.288,                0.58346,                 1.4754,              0.0010304,              0.0010304,              0.0010304
                     77,                0.70203,                0.32756,                 1.0006,                0.90358,                 0.9206,                0.93981,                0.63192,                 1.2677,                0.56487,                 1.4634,               0.001026,               0.001026,               0.001026
                     78,                0.71243,                0.33122,                 1.0099,                0.91238,                0.89234,                0.92811,                0.61251,                 1.2969,                0.60439,                 1.4899,              0.0010216,              0.0010216,              0.0010216
                     79,                0.72127,                0.33583,                 1.0113,                0.90897,                0.89907,                 0.9326,                0.61554,                 1.3084,                 0.5863,                 1.4973,              0.0010171,              0.0010171,              0.0010171
